codice;descrizione;um;prezzo_listino;pz_conf;min_vend;prezzo_unitario;stato;note;pagina
H48103-S1;NOVAE R.IMPUG. NO/BASE ARG;CF;8.73;1.0;1.0;8.725;Attivo - gestito;;18
H48103-T3;NOVAE R.IMPUG. NO/BASE TIT.OP;CF;14.24;1.0;1.0;14.242;Attivo - gestito;;18
H48103-W1;NOVAE R.IMPUG. NO/BASE BIANCO;CF;8.73;1.0;1.0;8.725;Attivo - gestito;;18
H48104-B1;NOVAE Q.IMPUG. NO/BASE NERO;CF;8.73;1.0;1.0;8.725;Attivo - gestito;;18
H48104-R2;NOVAE Q.IMPUG. NO/BASE ORO;CF;14.24;1.0;1.0;14.242;Attivo - gestito;;18
H48104-S1;NOVAE Q.IMPUG. NO/BASE ARG;CF;8.73;1.0;1.0;8.725;Attivo - gestito;;18
H48104-T3;NOVAE Q.IMPUG. NO/BASE TIT.OP;CF;14.24;1.0;1.0;14.242;Attivo - gestito;;18
H48104-W1;NOVAE Q.IMPUG. NO/BASE BIANCO;CF;8.73;1.0;1.0;8.725;Attivo - gestito;;18
H48105;MECC.TBT NOVAE IMPUG. NO-BASE C/CH;CF;7.18;1.0;1.0;7.183;Attivo - gestito;;18
H48112;MECC.T&T NOVAE IMPUG. NO-BASE C/CH;CF;7.18;1.0;1.0;7.183;Attivo - gestito;;18
H48115;AK+ MECC. CHIUS. STULP SX;CF;5.8;1.0;1.0;5.796;Attivo - gestito;;18
H48116;AK+ MECC. CHIUS. STULP DX;CF;5.8;1.0;1.0;5.796;Attivo - gestito;;18
H48118;MECC.NOVAE IMPUG. NO-BASE C/CH RC2;CF;11.81;1.0;1.0;11.809;Attivo - gestito;;18
H48119;AK+ CREMONESE INCASSATA 22/43MM;CF;8.01;1.0;1.0;8.011;Attivo - gestito;;18
H48120-B1;NOVAE R.IMPUG. NO/BASE C/CH RC2 NERO;CF;33.66;1.0;1.0;33.66;Attivo - gestito;;18
H48120-S1;NOVAE R.IMPUG. NO/BASE C/CH RC2 ARG;CF;33.66;1.0;1.0;33.66;Attivo - gestito;;18
H48120-W1;NOVAE R.IMPUG. NO/BASE C/CH RC2 BIANCO;CF;33.66;1.0;1.0;33.66;Attivo - gestito;;18
H48121-B1;NOVAE Q.IMPUG. NO/BASE C/CH RC2 NERO;CF;33.66;1.0;1.0;33.66;Attivo - gestito;;18
H48121-S1;NOVAE Q.IMPUG. NO/BASE C/CH RC2 ARG;CF;33.66;1.0;1.0;33.66;Attivo - gestito;;18
H48121-W1;NOVAE Q.IMPUG. NO/BASE C/CH RC2 BIANCO;CF;33.66;1.0;1.0;33.66;Attivo - gestito;;18
H48125-B1;NOVAE L.IMPUG. NO BASE NERO;CF;10.5;1.0;1.0;10.495;Attivo - gestito;;18
H48125-L1;NOVAE L.IMPUG. NO BASE ACC.SAT.OPACO;CF;18.16;1.0;1.0;18.164;Attivo - gestito;;18
H48125-L3;NOVAE L.IMPUG. NO BASE RAME SATINATO;CF;18.16;1.0;1.0;18.164;Attivo - gestito;;18
H48125-L5;NOVAE L.IMPUG. NO BASE NICHEL SATINATO;CF;18.16;1.0;1.0;18.164;Attivo - gestito;;18
H48125-L6;NOVAE L.IMPUG. NO BASE CROMO NERO;CF;18.16;1.0;1.0;18.164;Attivo - gestito;;18
H48125-S1H;NOVAE L.IMPUG. NO BASE ARG.LIQ.;CF;11.26;1.0;1.0;11.261;Attivo - gestito;;18
H48125-T3;NOVAE L.IMPUG. NO BASE TITANIO OPACO;CF;17.09;1.0;1.0;17.088;Attivo - gestito;;18
H48125-W1;NOVAE L.IMPUG. NO BASE BIANCO;CF;10.5;1.0;1.0;10.495;Attivo - gestito;;18
H48126;MECC.RIBASSATO NOVAE L. IMPUG. NO-BASE;CF;11.81;1.0;1.0;11.809;Attivo - gestito;;18
H48302;KIT CERNIERA NASCOSTA DX C180 AP AN C67K;CF;33.77;1.0;1.0;33.77;Attivo - gestito;;18
H48303;KIT CERNIERA NASCOSTA SX C180 AP AN C67K;CF;33.77;1.0;1.0;33.77;Attivo - gestito;;18
H48304;FALSA CERNIERA AGGIUNTIVA;CF;3.21;1.0;1.0;3.209;Attivo - gestito;;18
H48321;KIT CERNIERA NASCOSTA DX C180;CF;56.72;1.0;1.0;56.72;Attivo - gestito;;18
H48322;KIT CERNIERA NASCOSTA SX C180;CF;56.72;1.0;1.0;56.72;Attivo - gestito;;18
H48323-B1;CERNIERA PER SPORGERE RAL 9005;CF;9.94;1.0;1.0;9.936;Attivo - gestito;;18
H48323-S1;CERNIERA PER SPORGERE SILVER;CF;9.94;1.0;1.0;9.936;Attivo - gestito;;18
H48323-W1;CERNIERA PER SPORGERE RAL 9010;CF;9.94;1.0;1.0;9.936;Attivo - gestito;;18
H48324;CERNIERA A SCOMPARSA VASISTAS C180-100KG;CF;49.33;1.0;1.0;49.33;Attivo - gestito;;18
H48339-B1;AK+ CERN. 2ALI R.9005;CF;56.5;10.0;1.0;5.65;Attivo - gestito;;18
H48339-S1H;AK+ CERN. 2ALI V.ARGENTO;CF;67.86;10.0;1.0;6.786;Attivo - gestito;;19
H48339-W1;AK+ CERN. 2ALI R.9010;CF;56.5;10.0;1.0;5.65;Attivo - gestito;;19
H48340-B1;AK+ CERN. A PETTINE R.9005;CF;34.43;4.0;1.0;8.608;Attivo - gestito;;19
H48340-S1H;AK+ CERN. A PETTINE V.ARGENTO;CF;36.19;4.0;1.0;9.048;Attivo - gestito;;19
H48340-W1;AK+ CERN. A PETTINE R.9010;CF;34.43;4.0;1.0;8.608;Attivo - gestito;;19
H48341-B1;AK+ KIT CERN. ANTARIB. DX R.9005;CF;21.41;1.0;1.0;21.41;Attivo - gestito;;19
H48341-S1H;AK+ KIT CERN. ANTARIB. DX  V.ARGENTO;CF;22.41;1.0;1.0;22.41;Attivo - gestito;;19
H48341-W1;AK+ KIT CERN. ANTARIB. DX R.9010;CF;21.41;1.0;1.0;21.41;Attivo - gestito;;19
H48342-B1;AK+ KIT CERN. ANTARIB. SX R.9005;CF;21.41;1.0;1.0;21.41;Attivo - gestito;;19
H48342-S1H;AK+ KIT CERN. ANTARIB. SX V.ARGENTO;CF;22.41;1.0;1.0;22.41;Attivo - gestito;;19
H48342-W1;AK+ KIT CERN. ANTARIB. SX R.9010;CF;21.41;1.0;1.0;21.41;Attivo - gestito;;19
H48345-B1;AK+ & HD KIT CERN.ANTARIB. DX R.9005;CF;48.22;1.0;1.0;48.22;Attivo - gestito;;19
H48345-S1;AK+ & HD KIT CERN.ANTARIB. DX SILVER;CF;48.22;1.0;1.0;48.22;Attivo - gestito;;19
H48345-W1;AK+ & HD KIT CERN.ANTARIB. DX R.9010;CF;48.22;1.0;1.0;48.22;Attivo - gestito;;19
H48346-B1;AK+ & HD KIT CERN.ANTARIB. SX R.9005;CF;48.22;1.0;1.0;48.22;Attivo - gestito;;19
H48346-S1;AK+ & HD KIT CERNIERE ANTARIB. SX SILVER;CF;48.22;1.0;1.0;48.22;Attivo - gestito;;19
H48346-W1;AK+ & HD KIT CERN.ANTARIB. SX R.9010;CF;48.22;1.0;1.0;48.22;Attivo - gestito;;19
H48348-B1;AK+ CERN. A PETTINE 3ANTA R.9005;CF;24.94;2.0;1.0;12.47;Attivo - gestito;;19
H48348-S1H;AK+ CERN. A PETTINE 3ANTA V.ARGEN;CF;26.05;2.0;1.0;13.025;Attivo - gestito;;19
H48348-W1;AK+ CERN. A PETTINE 3ANTA R.9010;CF;24.94;2.0;1.0;12.47;Attivo - gestito;;19
H48457;BRACCETTO VASISTAS AK 2.0;CF;10.43;1.0;1.0;10.433;Attivo - gestito;;19
H48458;K-BRACCETTO LIMITATORE ANTA VERSIONE 2;CF;9.88;1.0;1.0;9.884;Attivo - gestito;;19
H48459;BRACCETTO LIMITATORE PER BILICO K;CF;49.49;1.0;1.0;49.49;Attivo - gestito;;19
H48519B1;CRICCHETTO PER VASISTAS RAL 9005;CF;10.32;1.0;1.0;10.319;Attivo - gestito;;19
H48519I1;CRICCHETTO PER VASISTAS RAL1013;CF;10.32;1.0;1.0;10.319;Attivo - gestito;;19
H48519-R2;CRICCHETTO PER VASISTAS ORO;PZ;17.55;1.0;1.0;17.554;Attivo - gestito;;19
H48519-S1H;CRICCHETTO PER VASISTAS V.ARGENTO;CF;10.93;1.0;1.0;10.93;Attivo - gestito;;19
H48519-T3;CRICCHETTO PER VASISTAS TITANIO OPACO;CF;17.55;1.0;1.0;17.554;Attivo - gestito;;19
H48519W1;CRICCHETTO PER VASISTAS RAL 9010;CF;10.32;1.0;1.0;10.319;Attivo - gestito;;19
H48532;KIT FALSA CERNIERA (C180);CF;4.65;1.0;1.0;4.647;Attivo - gestito;;19
H48538;KIT DI CONTRO.PER FISSAG.FRIZIONE BILICO;CF;33.0;1.0;1.0;33.0;Attivo - gestito;;19
H48539;K- KIT CHIUSURA SECONDARIA A SCROCCO;CF;8.95;1.0;1.0;8.953;Attivo - gestito;;19
H48544;AK+ KIT INCONTRI ANTARIBALTA 2 ANTE;CF;17.99;5.0;1.0;3.598;Attivo - gestito;;19
H48545;AK+ KIT INCONTRI FINESTRA 2 ANTE;CF;36.75;30.0;1.0;1.225;Attivo - gestito;;19
H48610;AK+ RINVIO SUPPLEMENTARE C. CHIUSURA;CF;7.4;1.0;1.0;7.4;Attivo - gestito;;19
H48613;AK+ PUNTO DI CHIUSURA M/F 80MM;CF;3.26;1.0;1.0;3.26;Attivo - gestito;;19
H48614;AK+ BRACCETTO SUPPLEMENTARE;CF;9.11;1.0;1.0;9.108;Attivo - gestito;;19
H48616;AK+ KIT BASE SPORGERE;CF;21.63;2.0;1.0;10.815;Attivo - gestito;;19
H48617;AK+ KIT AGGIUNTIVO SPORGERE;CF;14.35;1.0;1.0;14.345;Attivo - gestito;;19
H48618;AK+ PUNTO DI CHIUSURA SPORG M/M 38MM;CF;2.22;1.0;1.0;2.215;Attivo - gestito;;19
H48619;AK+ CONNETTORE ASTA M/M;CF;5.96;10.0;1.0;0.596;Attivo - gestito;;19
H48620;AK+ PUNTO DI CHIUSURA ASTA;CF;21.07;10.0;1.0;2.107;Attivo - gestito;;19
H48621;AK+ PUNTO DI CHIUS. ASTA CAVA 14X18;CF;25.61;10.0;1.0;2.561;Attivo - gestito;;19
H48622;AK+ KIT CATENACCI SECONDA ANTA;CF;11.15;1.0;1.0;11.147;Attivo - gestito;;19
H48624;AK+ KIT BASE SPORGERE SERIE FREDDE;CF;28.14;2.0;1.0;14.07;Attivo - gestito;;19
H48627;AK+ PUNTO DI CHIUSURA SPORGERE SU ASTA;CF;2.47;1.0;1.0;2.474;Attivo - gestito;;19
H48628;AK+ KIT FISS. SPORGERE SERIE FREDDE;CF;7.5;1.0;1.0;7.504;Attivo - gestito;;19
H48779;AK+ KIT BASE A/R AND R/A;CF;22.74;1.0;1.0;22.74;Attivo - gestito;;19
H48781;AK+ CHIUSURA DI SICUREZZA ASTA RC2;CF;5.03;1.0;1.0;5.03;Attivo - gestito;;19
H48790;AK+ PUNTO DI CHIUS. SICUR RC2 GR. 14X18;CF;5.03;1.0;1.0;5.03;Attivo - gestito;;19
H48819;AK+ KIT BASE ANTA;CF;8.89;1.0;1.0;8.891;Attivo - gestito;;19
H48820;AK+ KIT AGGIUNTIVO ANTA;CF;15.56;1.0;1.0;15.556;Attivo - gestito;;19
H48821;AK+ KIT ANTA CREM. INCASSATA;CF;8.89;1.0;1.0;8.891;Attivo - gestito;;19
H48822;AK+ KIT SECONDA ANTA;CF;16.01;1.0;1.0;16.011;Attivo - gestito;;19
H48901;ANGOLARE CONNESSIONE BRACCIO IW;CF;1.39;1.0;1.0;1.387;Attivo - gestito;;19
H48907;AK+ T&T C180 100KG T0 RH;CF;47.35;1.0;1.0;47.35;Attivo - gestito;;19
H48915;AK+ T&T C180 100KG T0 LH;CF;47.35;1.0;1.0;47.35;Attivo - gestito;;19
H48925;AK+ BRACCIO T&T T0;CF;17.43;1.0;1.0;17.429;Attivo - gestito;;19
H48926;AK+ BRACCIO T&T T1;CF;18.54;1.0;1.0;18.537;Attivo - gestito;;19
H48927;AK+ BRACCIO T&T T2;CF;19.2;1.0;1.0;19.199;Attivo - gestito;;19
H48929;AK+ HD BRACCIO T&T T2;CF;40.28;1.0;1.0;40.28;Attivo - gestito;;19
H48930;AK+ BRACCIO ANTA;CF;10.5;1.0;1.0;10.495;Attivo - gestito;;19
H48931;AK+ HD BRACCIO ANTA;CF;16.33;1.0;1.0;16.332;Attivo - gestito;;19
H48932;ASTA BRACCIO ANTA AK+ & HD;CF;3.31;1.0;1.0;3.312;Attivo - gestito;;20
H48938;AK+ T&T C180 100KG T1 RH;CF;51.32;1.0;1.0;51.32;Attivo - gestito;;20
H48939;AK+ T&T C180 100KG T2 RH;CF;54.73;1.0;1.0;54.73;Attivo - gestito;;20
H48940;AK+ T&T C180 100KG T1 LH;CF;51.32;1.0;1.0;51.32;Attivo - gestito;;20
H48941;AK+ T&T C180 100KG T2 LH;CF;54.73;1.0;1.0;54.73;Attivo - gestito;;20
H48942;AK+ T&T C180 150KG T1 RH;CF;96.1;1.0;1.0;96.1;Attivo - gestito;;20
H48943;AK+ T&T C180 150KG T2 RH;CF;100.96;1.0;1.0;100.96;Attivo - gestito;;20
H48944;AK+ T&T C180 150KG T1 LH;CF;96.1;1.0;1.0;96.1;Attivo - gestito;;20
H48945;AK+ T&T C180 150KG T2 LH;CF;100.96;1.0;1.0;100.96;Attivo - gestito;;20
H48948;AK+ SPESSORE CREMONESE INCASSATA 9MM;CF;1.49;1.0;1.0;1.491;Attivo - gestito;;20
H48954;AK+ KIT AGGIUNTIVO RC2 SU ASTA;CF;65.43;1.0;1.0;65.43;Attivo - gestito;;20
H48955;AK+ KIT SECONDA ANTA RC2 SU ASTA;CF;65.43;1.0;1.0;65.43;Attivo - gestito;;20
H48958;CHIUSURA DI SICUREZZA, F/F 38 MM;CF;8.06;1.0;1.0;8.063;Attivo - gestito;;20
H48961;AK+ VITE PER CHIUSURA DI SICUREZZA RC3;CF;41.39;25.0;1.0;1.656;Attivo - gestito;;20
H51300-B1;CERNIERA PER PORTA R.9005;CF;48.66;1.0;1.0;48.66;Attivo - gestito;;20
H51300-R2;CERNIERA PER PORTA ORO;CF;64.93;1.0;1.0;64.93;Attivo - gestito;;20
H51300-S1;CERNIERA PER PORTA VERNICIATO ARGENTO;CF;50.57;1.0;1.0;50.57;Attivo - gestito;;20
H51300-S2;CERNIERA PER PORTA OSSIDATO ARGENTO;CF;48.66;1.0;1.0;48.66;Attivo - gestito;;20
H51300-T3;CERNIERA PER PORTA TITANIO OPACO;CF;56.24;1.0;1.0;56.24;Attivo - gestito;;20
H51300-W1;CERNIERA PER PORTA R.9010;CF;48.66;1.0;1.0;48.66;Attivo - gestito;;20
H51400;SERR. E=35 U-2200X6/24 SCROCCHI-GANCIO;CF;172.69;1.0;1.0;172.69;Attivo - gestito;;20
H59115;MECCANISMO PORTA PER NOVAE 43 MM;CF;3.21;1.0;1.0;3.209;Attivo - gestito;;20
H59116;MECC. PORTA NOVAE 43MM TIPO II;CF;5.53;1.0;1.0;5.53;Attivo - gestito;;20
H59118;MECC.NOVAE IMPUG, PORTA  NO-BASE;CF;6.62;1.0;1.0;6.62;Attivo - gestito;;20
H59119-B1;NOVAE L.IMPUG. PORTA NO/BASE R.9005;CF;10.82;1.0;1.0;10.82;Attivo - gestito;;20
H59119-S1;NOVAE L.IMPUG. PORTA NO/BASE SILVER;CF;10.82;1.0;1.0;10.82;Attivo - gestito;;20
H59119-W1;NOVAE L.IMPUG. PORTA NO/BASE R.9010;CF;10.82;1.0;1.0;10.816;Attivo - gestito;;20
H59308-B2;CERNIERA 2ALI X PORTE INT. LEGNO OX NERO;CF;63.89;10.0;1.0;6.389;Attivo - gestito;;20
H59308-S2;CERNIERA 2ALI X PORTE INT. LEGNO OX ARG;CF;63.89;10.0;1.0;6.389;Attivo - gestito;;20
H59313;CERN.NASCOSTA PORTE;CF;161.12;1.0;1.0;161.12;Attivo - gestito;;20
H59314-B1;CERNIERA A STELO PER PORTE K-NI R.9005;CF;53.89;1.0;1.0;53.89;Attivo - gestito;;20
H59314-S1;CERNIERA A STELO PER PORTE K-NI V.ARG.;CF;53.89;1.0;1.0;53.89;Attivo - gestito;;20
H59314-S2;CERNIERA A STELO PER PORTE K-NI SIL.ANOD;CF;53.89;1.0;1.0;53.89;Attivo - gestito;;20
H59314-W1;CERNIERA A STELO PER PORTE K-NI R.9010;CF;53.89;1.0;1.0;53.89;Attivo - gestito;;20
H59710-B1;NOVAE RONDO-ROSETTA PER CILINDRO R.9005;CF;2.53;1.0;1.0;2.526;Attivo - gestito;;20
H59710-R2;NOVAE RONDO-ROSETTA PER CILINDRO ORO;CF;4.83;1.0;1.0;4.833;Attivo - gestito;;20
H59710-S1H;NOVAE RONDO-ROSETTA PER CILINDRO V.ARG;CF;3.0;1.0;1.0;3.002;Attivo - gestito;;20
H59710-T3;NOVAE RONDO-ROSETTA PER CILINDRO TIT.OPA;CF;4.83;1.0;1.0;4.833;Attivo - gestito;;20
H59710-W1;NOVAE RONDO-ROSETTA PER CILINDRO R.9010;CF;2.53;1.0;1.0;2.526;Attivo - gestito;;20
H59711-B1;NOVAE QUADRA-ROSETTA PER CILIN. R.9005;CF;2.53;1.0;1.0;2.526;Attivo - gestito;;20
H59711-R2;NOVAE QUADRA-ROSETTA PER CILIN. OTTONE;CF;4.83;1.0;1.0;4.833;Attivo - gestito;;20
H59711-S1H;NOVAE QUADRA-ROSETTA PER CILIN.V.ARG.;CF;3.0;1.0;1.0;3.002;Attivo - gestito;;20
H59711-T3;NOVAE QUADRA-ROSETTA PER CILIN.TIT.OPACO;CF;4.83;1.0;20.0;4.833;Attivo - gestito;;20
H59711-W1;NOVAE QUADRA-ROSETTA PER CILIN. R.9010;CF;2.53;1.0;1.0;2.526;Attivo - gestito;;20
H59717;KIT FIX CERN.NASC. PORTE AP.INT.43-56;CF;11.04;1.0;1.0;11.043;Attivo - gestito;;20
H59718;KIT FIX CERN.NASC. PORTE AP.EST.69-82;CF;11.04;1.0;1.0;11.043;Attivo - gestito;;20
H59910;8 PERNO QUADRO X130 PER MANIGLIA PORTA;CF;0.97;1.0;1.0;0.973;Attivo - gestito;;20
H59917;PERNO 8MM X135 MANIGLIA PORTA;CF;1.34;1.0;1.0;1.335;Attivo - gestito;;20
H59929;PERNO 8MM X145 MANIGLIA PORTA;CF;1.11;1.0;1.0;1.108;Attivo - gestito;;20
H80100;CREMONESE PER ASTE ESTERNE, NERO T34;CF;27.26;1.0;1.0;27.26;Attivo - gestito;;20
H80102;T34 - CREMONESE NERA A SCOMPARSA TOTALE;CF;37.96;1.0;1.0;37.96;Attivo - gestito;;20
H80300;CARD. DA MUR. D = 10 MM GA. M10X90MM T34;CF;5.68;1.0;1.0;5.682;Attivo - gestito;;20
H80301;CARD-MU.D=14X14/8 MM, G. M10X28 Z.N. T34;CF;2.83;1.0;1.0;2.826;Attivo - gestito;;20
H80302;CARD. C-BASE STR. 18X200, INT. 15MM T34;CF;5.68;1.0;1.0;5.682;Attivo - gestito;;20
H80303;CARD. C. A SC. A INF. L=110MM C/G NE T34;CF;7.78;1.0;1.0;7.783;Attivo - gestito;;20
H80304;BANDELLA PER ANTA L=237 K=3, NERA T34;CF;4.98;1.0;1.0;4.978;Attivo - gestito;;20
H80305;SPA. SC. ALLA PAD. 3 FORI L=139MM NE.T34;CF;3.48;1.0;1.0;3.478;Attivo - gestito;;20
H80306;SPA. SC. ALLA PAD. 3 FORI L=240MM NE.T34;CF;2.83;1.0;1.0;2.826;Attivo - gestito;;20
H80307;BAND. DRITTA C-SBALZO K=4, L=243 MM T34;CF;5.13;1.0;1.0;5.134;Attivo - gestito;;20
H80308;BAND. DRITTA C-SBALZO K=6, L=200 MM T34;CF;4.65;1.0;1.0;4.647;Attivo - gestito;;20
H80309;BAND-ALLA VIC. CON SBALZO L=115 NERA T34;CF;3.16;1.0;1.0;3.157;Attivo - gestito;;20
H80310;SPA. SC. ALLA PAD. 3 FORI L=158MM NE.T34;CF;3.59;1.0;1.0;3.592;Attivo - gestito;;20
H80311;SPA. SC. ALLA PAD. 3 FORI L=260MM NE.T34;CF;2.6;1.0;1.0;2.598;Attivo - gestito;;20
H80312;PUNTA CON 2 FORI L=110 MM, PVC, NERA T34;CF;2.65;1.0;1.0;2.65;Attivo - gestito;;21
H80313;PUNTA CON 2 FORI L=185 MM, PVC, NERA T34;CF;3.97;1.0;1.0;3.974;Attivo - gestito;;21
H80314-B1;CERN. PE. SFIL. TIPO VICENZA T34 RAL9005;CF;66.75;10.0;1.0;6.675;Attivo - gestito;;21
H80400;KIT SPAGNOLETTA PER LEVA LUNGA T34;CF;12.8;1.0;1.0;12.803;Attivo - gestito;;21
H80401;BATTENTE LUNGO PER SCAMBIO BAT. NERO T34;CF;10.22;1.0;1.0;10.215;Attivo - gestito;;21
H80402;FERMASCURO REG.CON VITE DA 60MM NERO T34;CF;6.9;1.0;1.0;6.903;Attivo - gestito;;21
H80403;POZ. IN OTT. C. MOLLA PAR. FORO D=10 T34;CF;2.1;1.0;1.0;2.101;Attivo - gestito;;21
H80404;BATTENTE AD AVVITARE, NERO T34;CF;1.88;1.0;1.0;1.884;Attivo - gestito;;21
H80405;BATTENTE CON PERNO E SPESSORE, APPL. T34;PZ;9.5;1.0;1.0;9.501;Attivo - gestito;;21
H80406;BATTENTE A VITE MEZZALUNA CON CAPP. T34;PZ;1.55;1.0;1.0;1.553;Attivo - gestito;;21
H80600;PERNO INOX DI ACCO. CON BOCCOLE NERO T34;CF;77.13;50.0;1.0;1.543;Attivo - gestito;;21
H80900;ASTE INTERNE ED ESTERNE L=600, NERA T34;CF;3.81;1.0;1.0;3.809;Attivo - gestito;;21
H80901;ASTE INTERNE ED ESTERNE L=1200, NERA T34;CF;6.14;1.0;1.0;6.138;Attivo - gestito;;21
H80902;ASTA INTERNA L=1600, DUE PIEGHE-NERA T34;PZ;7.95;1.0;1.0;7.949;Attivo - gestito;;21
H80903;ASTA INTERNA L=2600, DUE PIEGHE-NERA T34;CF;29.14;1.0;1.0;29.14;Attivo - gestito;;21
H80904;ASTA SPAGNOLETTA L=1600, NERA T34;CF;9.99;1.0;1.0;9.988;Attivo - gestito;;21
H80905;ASTA SPAGNOLETTA L=2800, NERA T34;CF;16.66;1.0;1.0;16.664;Attivo - gestito;;21
H89300B1;CERNIERA PERNO SFILABILE T34 RAL9005;CF;39.26;10.0;1.0;3.926;Attivo - gestito;;21
H89301-B1;BANDEL. DX CON PERNO ANTIS. K439 NERA;CF;306.54;12.0;1.0;25.545;Attivo - gestito;;21
H89302-B1;BANDEL. SX CON PERNO ANTIS.K439 NERA;CF;306.54;12.0;1.0;25.545;Attivo - gestito;;21
H89304;45P-CARDINE MURO (M12 L=100)PERNO D=12MM;PZ;7.86;1.0;1.0;7.859;Attivo - gestito;;21
H89305;45P-CARDINE MURO(M12 L=80)PERNO D=12MM;PZ;10.06;1.0;1.0;10.055;Attivo - gestito;;21
H89306-B1;45P - CERNIERA DX NERO OPACO;CF;49.1;25.0;1.0;1.964;Attivo - gestito;;21
H89306-RAL6005M45P;CERNIERA DX R.6005 OPACO;CF;49.3;25.0;1.0;1.972;Attivo - gestito;;21
H89306-RAL8017M45P;CERNIERA DX R.8017 OPACO;CF;49.3;25.0;1.0;1.972;Attivo - gestito;;21
H89306-RAL9010M45P;CERN.DX R.9010 OPACO;CF;46.75;25.0;1.0;1.87;Attivo - gestito;;21
H89307-B1;45P - CERNIERA SX NERO OPACO;CF;49.1;25.0;1.0;1.964;Attivo - gestito;;21
H89307-RAL6005M45P;CERNIERA SX R.6005 OPACO;CF;49.3;25.0;1.0;1.972;Attivo - gestito;;21
H89307-RAL8017M;45P - CERNIERA SX R.8017 OPACO;CF;49.3;25.0;1.0;1.972;Attivo - gestito;;21
H89307-RAL9010M45P;CERN.SX R.9010 OPACO;CF;46.75;25.0;1.0;1.87;Attivo - gestito;;21
H98600;VITE DI COLLEGAMENTO ASTA DI COMANDO;CF;7.89;10.0;1.0;0.789;Attivo - gestito;;21
H99601-RAL9006GPLZ;"KIT ANTA""A""PRIMA/ULTIMA SL.FL. 9006";CF;59.1;1.0;1.0;59.1;Attivo - gestito;;21
H99601-W1;"PLZ KIT ANTA""A""PRIMA/ULTIMA SL.FL. 9010";CF;61.69;1.0;1.0;61.69;Attivo - gestito;;21
H99906;MANIGLIA TONDA Ø40 PER SCOR.FISSAGG.VBH;CF;28.36;1.0;1.0;28.36;Attivo - gestito;;21
K1483;GUARN. SOGLIA PORTE 45° 56ID 67ID 77ID;PZ;6.19;1.0;1.0;6.189;Attivo - gestito;;21
K1488;PROFILO PORTA SPAZZ. SOGLIA 50IWS;PZ;14.36;1.0;1.0;14.355;Attivo - gestito;;21
K1489;PORTAGUARNIZIONE SOTTOPORTA;PZ;14.46;1.0;1.0;14.459;Attivo - gestito;;21
K1800;PROF. A00346 G.DILATAZ. MONT. K732 SL50;ML;33.11;1.0;7.0;33.11;Attivo - gestito;;21
K1801;PROF. A00347 G.DILATAZ. MONT. K733 SL50;ML;38.51;1.0;7.0;38.51;Attivo - gestito;;21
K1803L6000;PROF. A00343 MENS. TRAV. INCLINATI SL50;ML;41.16;1.0;6.0;41.16;Attivo - gestito;;21
K1804L2000;PROF. A00345 ATTACCO A SOLAIO MONT. SL50;PZ;215.22;1.0;1.0;215.22;Attivo - gestito;;21
K1805;PROF. A00378 G.DILATAZ. MONT. K734 SL50;ML;46.02;1.0;7.0;46.02;Attivo - gestito;;21
K1806;PROF.A00384 G. DILATAZ. MONT. K735 SL50;ML;57.48;1.0;7.0;57.48;Attivo - gestito;;21
K1807;PROF. GIUNTO DILATAZ. X K769 L=6800;ML;64.55;1.0;1.0;64.55;Attivo - gestito;;21
K1819L2000;PROF. A00365 X PIASTRA FISSAGGIO SL50-60;PZ;19.64;1.0;1.0;19.644;Attivo - gestito;;21
K1828;PROF. A00417 G.DILATAZ X K760 L=6800;ML;52.09;1.0;7.0;52.09;Attivo - gestito;;21
N00634L6000;INFINIUM BINARIO IN ACCIAIO INOSSIDABILE;PZ;78.12;1.0;1.0;78.12;Attivo - gestito;;21
N03650L6500;BIN. ACC. X CARR. ART.H03200 L=6500 67CL;PZ;73.83;1.0;1.0;73.83;Attivo - gestito;;21
N28820-B;C77K-CS PROF. FERMAVETRO BATTENTE 209005;ML;5.74;1.0;7.0;5.744;Attivo - gestito;;21
T10007;DIMA POSIZ. BRACCIO-CER. AK80/AK130 C67K;CF;2.85;1.0;1.0;2.846;Attivo - gestito;;21
T10008;DIMA POSIZ. BRACCIO-CERNIE. AKC110T C67K;CF;3.03;1.0;1.0;3.033;Attivo - gestito;;21
T10009;DIMA PER REGISTRO ASTA/BRACCIO C67K;CF;2.21;1.0;1.0;2.205;Attivo - gestito;;21
T10010;DIMA PER ASTA VERTICALE LOGICA C67K;CF;1.99;1.0;1.0;1.987;Attivo - gestito;;21
T10017;KIT DIME POSIZIONAMENTO PER CERN.C180;PZ;3.27;1.0;1.0;3.271;Attivo - gestito;;21
T10020;DIMA DI FORATURA PER MONT.CER.FILIFORMI;CF;179.86;1.0;1.0;179.86;Attivo - gestito;;21
T10030;S146LM DIMA DI FORATURA MONTANTE SERR.;CF;146.22;1.0;1.0;146.22;Attivo - gestito;;21
T10031;DIMA DI POSIZIONAMENTO INCONTRI PER ANTA;CF;2.7;1.0;1.0;2.701;Attivo - gestito;;21
T10037;DIMA PER INSTALLAZIONE ANTA INFINIUM;CF;89.49;1.0;1.0;89.49;Attivo - gestito;;21
T10059;S146LM DIMA DI FORATURA MONTANTE LAB.;CF;220.67;1.0;1.0;220.67;Attivo - gestito;;21
