codice;descrizione;um;prezzo_listino;pz_conf;min_vend;prezzo_unitario;stato;note;pagina
710420;SQUADRETTA PER ANTA K2404 SC156;CF;70.39;20.0;1.0;3.52;Attivo - gestito;;5
710601;KIT VITI SPECIALI X CAV. AD ESPANSIONE;CF;18.44;100.0;1.0;0.184;Attivo - gestito;;5
711080;CP.COMPASSI AP. SPORG. 75KG HB1090/1500;CF;85.49;1.0;1.0;85.49;Attivo - gestito;;5
711081;CP.COMPASSI AP. SPORG. 55KG HB 787/1090;CF;77.02;1.0;1.0;77.02;Attivo - gestito;;5
711091;CERNIERA A 2 ALI P.INTERNE    OX.AG.;CF;45.32;10.0;1.0;4.532;Attivo - gestito;;5
711094;CERNIERA A 2 ALI P.INTERNE    OX. NERO;CF;45.32;10.0;1.0;4.532;Attivo - gestito;;5
711098;CERNIERA A 2 ALI P.INTERNE    V.RAL9010;CF;49.07;10.0;1.0;4.907;Attivo - gestito;;5
711101;CERNIERA A 2 ALI REGOLABILE IW V.AG;CF;54.53;10.0;1.0;5.453;Attivo - gestito;;5
711105;CERNIERA A 2 ALI REGOLABILE IW V. NERO;CF;54.53;10.0;1.0;5.453;Attivo - gestito;;5
711108;CERNIERA A 2 ALI REGOLABILE IW RAL 9010;CF;54.53;10.0;1.0;5.453;Attivo - gestito;;5
712000;REGOLATORE X FISSAG.FINESTRE GP1;CF;39.96;100.0;1.0;0.4;Attivo - gestito;;5
712003;REGOLATORE NYLON SC156;CF;61.13;100.0;1.0;0.611;Attivo - gestito;;5
712004;MOLLETTA X FERMAVETRO;CF;7.68;50.0;1.0;0.154;Attivo - gestito;;5
712005;MASCHERINA DI DRENAGGIO NERA;CF;8.01;50.0;1.0;0.16;Attivo - gestito;;5
712006;MASCHERINA DI DRENAGGIO BIANCA;CF;8.78;50.0;1.0;0.176;Attivo - gestito;;5
712007;MASCHER. DRENAGGIO A VALVOLA  NE;CF;31.9;20.0;1.0;1.595;Attivo - gestito;;5
712008;MASCHER. DREN.A VALVOLA  BIANCA;CF;32.25;20.0;1.0;1.613;Attivo - gestito;;5
712010;COPPIA TAPPI LATERALI GOCCIOLATOIO;CF;13.91;20.0;1.0;0.696;Attivo - gestito;;5
712012;CLIPS ESTERNA X COPRIPROFILI;CF;8.73;50.0;1.0;0.175;Attivo - gestito;;5
712032;REGOLATORE PER FISS. STIPITE 50IWOOD;CF;52.97;100.0;1.0;0.53;Attivo - gestito;;5
712060;RITEGNO PER FERMAVETRO TUBOLARE OX;CF;52.2;200.0;1.0;0.261;Attivo - gestito;;5
712061;RITEGNO X FERMAVETRO TUBOLARE VERNICIATO;CF;12.7;200.0;1.0;0.063;Attivo - gestito;;5
712090;TAPPO TERMINALE PER K713 P.INTERNE;CF;13.29;20.0;1.0;0.664;Attivo - gestito;;5
712091;COPPIA TAPPI 2 ANTE NERO P.INTERNE;CF;1.27;1.0;1.0;1.273;Attivo - gestito;;5
712150;ANGOLO VULCANIZZATO G.A. 50IW;CF;17.66;20.0;1.0;0.883;Attivo - gestito;;5
712240;KIT ZANZARIERA PER SC70 E SC95;CF;5.53;1.0;1.0;5.527;Attivo - gestito;;6
712317;TASSELLO VETRO BATT.67IW;CF;29.57;50.0;1.0;0.591;Attivo - gestito;;6
712318;TASSELLO VETRO PER STIPITE 77IW;CF;32.33;50.0;1.0;0.647;Attivo - gestito;;6
712319;TASSELLO VETRO PER BATTENTE 77IW;CF;32.33;50.0;1.0;0.647;Attivo - gestito;;6
712320;TASSELLO VETRO 26X2;CF;6.01;50.0;1.0;0.12;Attivo - gestito;;6
712321;TASSELLO VETRO 26X3;CF;6.47;50.0;1.0;0.129;Attivo - gestito;;6
712322;TASSELLO VETRO 100X26X4;CF;6.85;50.0;1.0;0.137;Attivo - gestito;;6
712323;TASSELLO VETRO 26X5;CF;8.34;50.0;1.0;0.167;Attivo - gestito;;6
712324;TASSELLO VETRO 26X6;CF;7.73;50.0;1.0;0.155;Attivo - gestito;;6
712330;TASSELLO VETRO 30X2;CF;6.29;50.0;1.0;0.126;Attivo - gestito;;6
712331;TASSELLO VETRO 30X3;CF;6.52;50.0;1.0;0.13;Attivo - gestito;;6
712332;TASSELLO VETRO 30X4;CF;7.68;50.0;1.0;0.154;Attivo - gestito;;6
712333;TASSELLO VETRO 30X5;CF;7.73;50.0;1.0;0.155;Attivo - gestito;;6
712334;TASSELLO VETRO 30X6;CF;7.73;50.0;1.0;0.155;Attivo - gestito;;6
712344;TASSELLO VETRO 24X6;CF;7.07;50.0;1.0;0.141;Attivo - gestito;;6
716060H;CHIUSURA ANTA SEMIFISSA;CF;8.06;1.0;1.0;8.063;Attivo - gestito;;6
716065H;INC + POZZETTO PAVIMENTO ANTA SEMIF.50PI;CF;2.16;1.0;1.0;2.163;Attivo - gestito;;6
716080H;KIT CHIUSURA 2 ANTE POLIAM. 45/55N;CF;73.7;20.0;1.0;3.685;Attivo - gestito;;6
717801;CREMONESE INTERNA BIDIREZIONALE;CF;10.37;1.0;1.0;10.371;Attivo - gestito;;6
718210H;BRACCETTO LIMITATORE DI AP. IW;CF;9.83;1.0;1.0;9.833;Attivo - gestito;;6
718302;INSERTO FILETT. FISS. MANIGL. SC ALZANTE;CF;8.67;10.0;1.0;0.867;Attivo - gestito;;6
719001;MECCAN. CRICCHETTO GP1 V.AG.;CF;15.35;2.0;1.0;7.675;Attivo - gestito;;6
719005;MECCAN. CRICCHETTO IW V.NERO;CF;14.24;2.0;1.0;7.121;Attivo - gestito;;6
719008;MECCAN. CRICCHETTO GP1 RAL9010;CF;14.24;2.0;1.0;7.121;Attivo - gestito;;6
719051;CREMON. APERT. EST. PERSIANA  V. ARGENTO;CF;23.9;1.0;1.0;23.9;Attivo - gestito;;6
719055;CREMON. APERT. EST. PERSIANA NERO R9005;CF;23.9;1.0;1.0;23.9;Attivo - gestito;;6
719058;CREMON. APERT. EST. PERSIANA  R9010;CF;23.9;1.0;1.0;23.9;Attivo - gestito;;6
719121;COPPIA FRIZ. BILICO ORIZZ.175kg  AG;CF;343.87;1.0;1.0;343.87;Attivo - gestito;;6
719124;COPPIA FRIZ. BILICO ORIZZ.175kg  NERO;CF;343.87;1.0;1.0;343.87;Attivo - gestito;;6
719128;COPPIA FRIZ. BILICO ORIZZ.175kg  BI;CF;343.87;1.0;1.0;343.87;Attivo - gestito;;6
719141;COPPIA FRIZ. BILICO VERT. 175kg  AG;CF;328.87;1.0;1.0;328.87;Attivo - gestito;;6
719144;COPPIA FRIZ. BILICO VERT. 175kg NERO;CF;328.87;1.0;1.0;328.87;Attivo - gestito;;6
719148;COPPIA FRIZ. BILICO VERT. 175kg  BI;CF;328.87;1.0;1.0;328.87;Attivo - gestito;;6
719150;ASTA DI TRAZ. DX BILICO VER. OX AG;CF;27.33;1.0;1.0;27.33;Attivo - gestito;;6
719151;ASTA DI TRAZ. DX BILICO VER. OX EL;CF;47.03;1.0;1.0;47.03;Attivo - gestito;;6
719152;ASTA DI TRAZ. SX BILICO VER. OX AG;CF;27.33;1.0;1.0;27.33;Attivo - gestito;;6
719153;ASTA DI TRAZ. SX BILICO VER. OX EL;CF;47.03;1.0;1.0;47.03;Attivo - gestito;;6
719180;KIT FISSAGGIO CREMONESE BILICO ORIZZ GP1;CF;14.9;1.0;1.0;14.904;Attivo - gestito;;6
719181;KIT FISS. CREMONESE BIL. VERT GP1;CF;14.9;1.0;1.0;14.904;Attivo - gestito;;6
719195;AGGANCIO DI SICUREZZA BILICO NERO;PZ;9.61;1.0;1.0;9.605;Attivo - gestito;;6
719505;CARRELLI INTERM. VERANDA 45V V. NERO;CF;51.86;1.0;1.0;51.86;Attivo - gestito;;6
719508;CARRELLI INTER. VERANDA 45N RAL9010;CF;51.86;1.0;1.0;51.86;Attivo - gestito;;6
719525;CERNIERA A PETTINE VER. 45V V.NERO;CF;72.06;10.0;1.0;7.206;Attivo - gestito;;6
719528;CERNIERA A PETTINE VER. 45N RAL9010;CF;72.06;10.0;1.0;7.206;Attivo - gestito;;6
719530;KIT INCONTRO X SERR. ISEO 754/16;CF;20.78;1.0;1.0;20.78;Attivo - gestito;;6
719580;SERRATURA 1 MANDATA + SCROCCO E20;CF;38.73;1.0;1.0;38.73;Attivo - gestito;;6
719581;CILINDRO OTTONE 27-27 L=54;CF;17.0;1.0;1.0;16.995;Attivo - gestito;;6
719585;KIT SQUADRETTE PROFILI K1391-K1392;CF;5.8;1.0;1.0;5.796;Attivo - gestito;;6
719586;FERMA ANTA MAGNETICO SP 5691-K1392;CF;21.3;1.0;1.0;21.3;Attivo - gestito;;6
719587;COPPIA PUNTALI NYLON VERANDA 45V;CF;20.09;10.0;1.0;2.009;Attivo - gestito;;6
719595;MANIGLIA RIBASSATA VERANDA 45V V.NERO;PZ;8.45;1.0;1.0;8.446;Attivo - gestito;;6
719598;MANIGLIA RIBASSATA VERANDA 45V RAL9010;PZ;8.45;1.0;1.0;8.446;Attivo - gestito;;6
719605;KIT CARRELLI DX VER. 45V A.PARI  V.NERO;PZ;51.42;1.0;1.0;51.42;Attivo - gestito;;6
719608;KIT CARRELLI DX VER. 45V A.PARI  RAL9010;CF;51.42;1.0;1.0;51.42;Attivo - gestito;;6
719615;KIT CARRELLI SX VER. 45V A.PARI  V.NERO;PZ;51.42;1.0;1.0;51.42;Attivo - gestito;;6
719618;KIT CARRELLI SX VER. 45V A.PARI  RAL9010;CF;51.42;1.0;1.0;51.42;Attivo - gestito;;6
719675;COPPIA TAPPI PORTE 2 ANTE BLINDALL60;CF;14.35;5.0;1.0;2.869;Attivo - gestito;;6
719700;MASCHERINA SCARICO ACQUA BLINDALL NERA;CF;3.43;10.0;1.0;0.343;Attivo - gestito;;6
719740;TAPPO OTTURA FORI D=14MM BLINDALL NERO;CF;9.77;100.0;1.0;0.098;Attivo - gestito;;6
719750;REGOLO TELAIO BLINDALL;CF;64.55;20.0;1.0;3.228;Attivo - gestito;;6
719751;REGOLO RINFORZATO X TELAIO BLINDALL;CF;25.49;4.0;1.0;6.373;Attivo - gestito;;6
719760;CATENACCI PER BLINDALL;PZ;15.86;1.0;1.0;15.856;Attivo - gestito;;6
719771;CRICCHETTO VASISTAS COMPL. BLINDALL V.AG;CF;10.37;1.0;1.0;10.371;Attivo - gestito;;6
719775;CRICCHETTO VASISTAS COMPL. BLINDALL V.NE;CF;10.93;1.0;1.0;10.93;Attivo - gestito;;7
719780;RISCONTRO CATENACCI A TELAIO BLINDALL;PZ;2.26;1.0;1.0;2.256;Attivo - gestito;;7
719790;RISCONTRO CATENACCI A PAVIM. BLINDALL;PZ;3.44;1.0;1.0;3.436;Attivo - gestito;;7
720650;INCONTRO PER FERRAMENTA A NASTRO IWL;CF;65.22;25.0;1.0;2.609;Attivo - gestito;;7
730036;SQUADRETTA ESTERNA BATTENTE PORTE 50IWS;CF;16.12;10.0;1.0;1.612;Attivo - gestito;;7
731543;KIT VITI FISS.CERN.PORTE SU K1321 E 1365;CF;5.08;2.0;1.0;2.541;Attivo - gestito;;7
732040;SOGLIA AUTOMATICA L=630MM  (530-630MM);CF;61.79;1.0;1.0;61.79;Attivo - gestito;;7
732041;SOGLIA AUTOMATICA L=730MM  (630-730MM);CF;68.74;1.0;1.0;68.74;Attivo - gestito;;7
732042;SOGLIA AUTOMATICA L=830MM  (730-830MM);CF;69.08;1.0;1.0;69.08;Attivo - gestito;;7
732043;SOGLIA AUTOMATICA L=930MM  (830-930MM);CF;69.96;1.0;1.0;69.96;Attivo - gestito;;7
732044;SOGLIA AUTOMATICA L=1030MM (930-1030MM);CF;75.59;1.0;1.0;75.59;Attivo - gestito;;7
732045;SOGLIA AUTOMATICA L=1230MM (1130-1230MM);CF;78.12;1.0;1.0;78.12;Attivo - gestito;;7
732046;SOGLIA AUTOMATICA L=1130MM (1030-1130MM);CF;76.69;1.0;1.0;76.69;Attivo - gestito;;7
732060;KIT ANTISCARDINE PER PORTE GP1;CF;30.36;2.0;1.0;15.18;Attivo - gestito;;7
732061;KIT ANTISCARDINE PER PORTE 67IW;CF;30.36;2.0;1.0;15.18;Attivo - gestito;;7
732070;CP TAPPI INFERIORI X SOGLIA K 2069 77ID;CF;1.21;1.0;1.0;1.211;Attivo - gestito;;7
732078;CP TAPPI PER PORTE VIE DI FUGA 56/67ID;CF;13.68;10.0;1.0;1.368;Attivo - gestito;;7
732084;TAPPI 1 ANTA PORTA SOGLIA K1490 67IW-ID;CF;3.54;1.0;1.0;3.54;Attivo - gestito;;7
732085;TAPPI 2 ANTE PORTA SOGLIA K1490 67IW-ID;CF;5.3;1.0;1.0;5.299;Attivo - gestito;;7
732086;TAPPI 1 ANTA PORTA SOGLIA K1769 67IW-ID;CF;4.09;1.0;1.0;4.088;Attivo - gestito;;7
732087;TAPPI 2 ANTE PORTA SOGLIA K1769 67IW-ID;CF;5.86;1.0;1.0;5.858;Attivo - gestito;;7
732088;CP TAPPI 2 ANTE PORTE SERIE 67IW-ID;CF;4.14;10.0;1.0;0.414;Attivo - gestito;;7
732089;KIT CATEN. INT. ANTA SEMI FISSA 56-67ID;CF;65.77;1.0;1.0;65.77;Attivo - gestito;;7
732090;CP TAPPI TERMINALI X GOCCIOLATOIO K1486;CF;8.5;20.0;1.0;0.425;Attivo - gestito;;7
732092;TAPPO DI TENUTA INFERIORE PORTE 77ID;CF;11.15;12.0;1.0;0.929;Attivo - gestito;;7
732093;PUNTALE D.10X165 PER CAT. PORTE 77ID;CF;16.33;5.0;1.0;3.266;Attivo - gestito;;7
732094;SCIVOLO PER PORTE APERTURA ESTERNA 77ID;CF;0.67;1.0;1.0;0.673;Attivo - gestito;;7
732102;INCONTRO INF. PORTE AP.INT. 56/67ID;CF;4.58;1.0;1.0;4.575;Attivo - gestito;;7
732105;POZZETTO A PAVIMENTO X PUNTALE d.10;CF;23.62;10.0;1.0;2.362;Attivo - gestito;;7
732107;INCONTRO INF. CAT. PORTE AP.EST. 56-67ID;CF;4.58;1.0;1.0;4.575;Attivo - gestito;;7
732117;KIT INCONTRO ELETTRICO DX PORTE ID;CF;95.88;1.0;1.0;95.88;Attivo - gestito;;7
732118;KIT INCONTRO ELETTRICO SX PORTE ID;CF;95.88;1.0;1.0;95.88;Attivo - gestito;;7
732120;SERRATURA A SCROCCO E35;CF;43.04;1.0;1.0;43.04;Attivo - gestito;;7
732176;INCONTRO CENTRALE PORTE ID;CF;13.25;1.0;1.0;13.248;Attivo - gestito;;7
732177;INCONTRO SUPPLEMENTARE PER PORTE;CF;8.83;1.0;1.0;8.829;Attivo - gestito;;7
732178;SCIVOLO PER PORTE AP. EST. 67ID;CF;0.7;1.0;1.0;0.704;Attivo - gestito;;7
732179;SCIVOLO PER RULLO PORTE ID;CF;0.61;1.0;1.0;0.611;Attivo - gestito;;7
732223;INC SUP E POZZETTO PORTE 50IWS/45N COMPL;CF;4.77;1.0;1.0;4.771;Attivo - gestito;;7
732251;SERR. E=35 U-2200X6/24 2 GANCI-PUNZONI;CF;91.47;1.0;1.0;91.47;Attivo - gestito;;7
732253;SCONTRO GANCIO-PUNZ. L=24 PRESS. -1MM;CF;8.2;1.0;1.0;8.197;Attivo - gestito;;7
732259;SERRATURA MONOPUNTO E=35;CF;52.82;1.0;1.0;52.82;Attivo - gestito;;7
732261;SCONTRO SCROCCO-MANDATA U6/24/6 DX;CF;11.79;1.0;1.0;11.789;Attivo - gestito;;7
732262;SCONTRO SCROCCO-MANDATA U6/24/7 SX;CF;11.79;1.0;1.0;11.789;Attivo - gestito;;7
732265;PIASTRINA PER INCONTRI CENTR.AP.EST.67ID;CF;3.22;1.0;1.0;3.219;Attivo - gestito;;7
732266;SCROCCO A RULLO PER SERR. PORTE;CF;20.9;1.0;1.0;20.9;Attivo - gestito;;7
732267;COMPONENTE FRONT. CON GANCIO-PUNZ.SUPPL.;CF;55.5;1.0;1.0;55.5;Attivo - gestito;;7
732268;COPRIFRESATA PVC PER SERR. PORTE;CF;1.13;1.0;1.0;1.128;Attivo - gestito;;7
732269;"PROLUNGA FRONTALE A ""U"" PER SERR. PORTE";CF;23.25;1.0;1.0;23.25;Attivo - gestito;;7
732270;SCONTRO ELETTRICO EFF EFF;CF;179.97;1.0;1.0;179.97;Attivo - gestito;;7
732271;SCONTRO ELETTR. EFF EFF C/ANTIRIPETITORE;CF;199.25;1.0;1.0;199.25;Attivo - gestito;;7
732281;CATENACCIO PER PORTE L=220MM RAL9005;CF;19.53;1.0;1.0;19.53;Attivo - gestito;;7
732300;SERRATURA E=35 PER K712 50PI-NICHELATA;CF;46.29;1.0;1.0;46.29;Attivo - gestito;;7
732301;CILINDRO X SERRAT. COD.732300 K712 50PI;CF;42.49;1.0;1.0;42.49;Attivo - gestito;;7
732305;INCONTRO PER SERRAT. COD.732300 50PI;PZ;26.82;1.0;1.0;26.82;Attivo - gestito;;7
732306;SERRATURA E=30 PER K717 50PI-NICHELATA;CF;46.29;1.0;1.0;46.29;Attivo - gestito;;7
732307;INCONTRO PER SERRATURA COD. 732306 50PI;CF;9.33;1.0;1.0;9.325;Attivo - gestito;;7
732446;CERNIERA PER PORTE VETRO CROMO SAT. 50PI;CF;51.2;1.0;2.0;51.2;Attivo - gestito;;7
732456;KIT PER PREMIAPRI PORTE VETRO CROMO SAT.;CF;65.22;1.0;1.0;65.22;Attivo - gestito;;7
732466;SERRAT. PREMIAPRI PORTE VETRO CROMO SAT.;CF;64.77;1.0;1.0;64.77;Attivo - gestito;;7
732481;MANIGLIA PER PORTE INT. VETRATE 50PI ARG;CF;134.65;1.0;1.0;134.65;Attivo - gestito;;7
732491;KIT PLACCHE PER MANIGLIA HOPPE ARG.;CF;47.23;1.0;1.0;47.23;Attivo - gestito;;7
732506;SERRAT. PORTA SC. SCOMPARSA K722 CR.SAT;CF;36.31;1.0;1.0;36.31;Attivo - gestito;;7
732513;TONDO CIECO ANTA SECOND. SC. K722 OTTONE;CF;14.79;1.0;1.0;14.79;Attivo - gestito;;7
732516;TONDO CIECO ANTA SECOND. SC. K722 CR.SAT;CF;20.46;1.0;1.0;20.46;Attivo - gestito;;8
739000;SUPPORTO REG. X PANNELLO FACC. VENTILATA;CF;1.55;1.0;1.0;1.553;Attivo - gestito;;8
740040;KIT PERNI FRANGISOLE VERT. ORIENTABILE;CF;91.14;10.0;1.0;9.114;Attivo - gestito;;8
740041;KIT PERNI FRANG. ORIZZ. ORIENT. CON K690;CF;100.96;10.0;1.0;10.096;Attivo - gestito;;8
740042;KIT PERNI FRANG. ORIZZ. ORIENT. TEL.ACC.;CF;75.8;10.0;1.0;7.58;Attivo - gestito;;8
740043;KIT PERNI FRANG. ORIZZ. ORIENT. CON K695;CF;91.04;10.0;1.0;9.104;Attivo - gestito;;8
740048;KIT PERNI FRANG. ORIZZ. ORIENT. CON K690;CF;138.51;10.0;1.0;13.851;Attivo - gestito;;8
740071;PIASTRINA PER FISSAGGIO FRS;CF;44.36;20.0;1.0;2.218;Attivo - gestito;;8
740072;KIT FISSAGGIO STAFFA ATTACCO FRANGISOLE;CF;32.88;10.0;1.0;3.288;Attivo - gestito;;8
740100;ATTACCO ASTA COMANDO FRANGISOLE V.AG;CF;136.05;20.0;1.0;6.803;Attivo - gestito;;8
740111;STAFFA 60MM DX COLL. ASTA-MOTORE OX AG;CF;71.06;5.0;1.0;14.212;Attivo - gestito;;8
740121;STAFFA 60MM SX COLL. ASTA-MOTORE OX AG;CF;80.55;5.0;1.0;16.11;Attivo - gestito;;8
740131;STAFFA 90MM DX COLL. ASTA-MOTORE OX AG;CF;59.48;5.0;1.0;11.896;Attivo - gestito;;8
740141;STAFFA 90MM SX COLL. ASTA-MOTORE OX AG;CF;59.48;5.0;1.0;11.896;Attivo - gestito;;8
740151;STAFFA 124MM COLLEG. ASTA-MOTORE OX AG;CF;147.83;5.0;1.0;29.566;Attivo - gestito;;8
740161;STAFFA 124MM DOPPIO COLL. ASTA-MOT. OXAG;CF;50.22;1.0;1.0;50.22;Attivo - gestito;;8
740170;STAFFA SUPP. MOTORE DIST.86MM FRANGISOLE;CF;16.33;1.0;1.0;16.332;Attivo - gestito;;8
740171;STAFFA SUPP. MOTORE DIST.104MM FRANGIS.;CF;18.87;1.0;1.0;18.868;Attivo - gestito;;8
740172;STAFFA SUPP. MOTORE DOPPIO COLL. FRANG.;CF;23.84;1.0;1.0;23.84;Attivo - gestito;;8
740200;CONTROP. FISS. SUPP. FRANGIS. ORIZZONT.;CF;20.19;10.0;1.0;2.019;Attivo - gestito;;8
740211;SUPP. ANG. VAR. 0°-45° FRANG.ORIZZ. OXAG;CF;54.73;10.0;1.0;5.473;Attivo - gestito;;8
740221;ATTACCO X SUPP. ANG. VAR. K670/671 OX AG;CF;39.39;10.0;1.0;3.939;Attivo - gestito;;8
740231;ATTACCO X SUPP. ANG. VAR. K672     OX AG;CF;55.84;10.0;1.0;5.584;Attivo - gestito;;8
740250;TAPPO PER PROFILO K695 FRANGISOLE;CF;5.53;10.0;1.0;0.553;Attivo - gestito;;8
740251;VITI M8X16 PER FRANGISOLE;CF;20.19;100.0;1.0;0.202;Attivo - gestito;;8
740252;VITI M6X16 PER FRANGISOLE;CF;34.98;100.0;1.0;0.35;Attivo - gestito;;8
740253;INSERTI FILETTATI M6X14 PER FRANGISOLE;CF;39.39;100.0;1.0;0.394;Attivo - gestito;;8
740280;KIT PER PALA FRANGISOLE K687;CF;14.13;1.0;1.0;14.128;Attivo - gestito;;8
740301;FLANGIA DI TESTA FRANG. OR. K670 OX AG;CF;14.79;1.0;1.0;14.79;Attivo - gestito;;8
740341;FLANGIA DI TESTA FRANG. OR. K671 OX AG;CF;13.61;1.0;1.0;13.61;Attivo - gestito;;8
740351;FL. TESTA FRANG. REG/COM.DX K671 OX AG;CF;14.57;1.0;1.0;14.573;Attivo - gestito;;8
740381;FLANGIA DI TESTA FRANG. OR. K672 OX AG;CF;16.22;1.0;1.0;16.218;Attivo - gestito;;8
740391;FL. TESTA FRANG. REG/COM.DX K672 OX AG;CF;18.54;1.0;1.0;18.537;Attivo - gestito;;8
740421;FLANGIA DI TESTA FRANG. OR. K673 OX AG;CF;18.43;1.0;1.0;18.433;Attivo - gestito;;8
740431;FL. TESTA FRANG. REG/COM.DX K673 OX AG;CF;22.84;1.0;1.0;22.84;Attivo - gestito;;8
740461;FLANGIA DI TESTA FRANG. OR. K674 OX AG;CF;26.59;1.0;1.0;26.59;Attivo - gestito;;8
740471;FL. TESTA FRANG. REG/COM.DX K674 OX AG;CF;23.4;1.0;1.0;23.4;Attivo - gestito;;8
740970;CONTROP. I=56MM  FISS.STAFFA SUPP.MOTORE;CF;35.98;10.0;1.0;3.598;Attivo - gestito;;8
740971;CONTROP. I=80MM  FISS.FLANGIE SU K695;CF;39.17;10.0;1.0;3.917;Attivo - gestito;;8
740972;CONTROP. I=100MM FISS.FLANGIE SU K695;CF;21.85;10.0;1.0;2.185;Attivo - gestito;;8
740973;CONTROP. I=110MM FISS.FLANGIE SU K695;CF;50.54;10.0;1.0;5.054;Attivo - gestito;;8
740974;CONTROP. I=125MM FISS.FLANGIE SU K695;CF;25.82;10.0;1.0;2.582;Attivo - gestito;;8
742000;SQUADRETTE PULS. K586/K587 SV30;CF;126.3;100.0;1.0;1.263;Attivo - gestito;;8
742001;TASSELLO NYLON D16 CARDINE M12 SV30/45P;CF;2.27;1.0;1.0;2.267;Attivo - gestito;;8
742002;ROSETTA PER CARDINE D12 45P/SV30;PZ;0.22;1.0;1.0;0.218;Attivo - gestito;;8
742005;CARDINE A VITE M12X90 V. NERO 45P/SV30;PZ;4.37;1.0;1.0;4.368;Attivo - gestito;;8
742055;BANDELLA ACC.CROCE F.12 V. NERA 45P;PZ;5.19;1.0;1.0;5.185;Attivo - gestito;;8
742061;CARDINE A MURO (M12 L=100) PERNO D=10;PZ;11.15;1.0;1.0;11.147;Attivo - gestito;;8
742065;BANDELLA ACC.CROCE ZANC. F.12 V.NERA 45P;CF;6.08;1.0;1.0;6.075;Attivo - gestito;;8
742075;BANDELLA ACC.A CROCE DOPPIA V. NERA 45P;CF;10.27;1.0;1.0;10.267;Attivo - gestito;;8
742086;BANDELLA MONOBL.REG.35-65MM FORO 10 NERA;PZ;12.04;1.0;1.0;12.037;Attivo - gestito;;8
742092;CARDINE MONOB. REG.DISP.REGOLO D10 L=130;PZ;13.81;1.0;1.0;13.807;Attivo - gestito;;8
742171;CARD. REG.D10 X K440 NERO SV30/45P;PZ;26.71;1.0;1.0;26.71;Attivo - gestito;;8
742176;CARD. REG.D10 X K442 NERO SV30;PZ;17.22;1.0;1.0;17.222;Attivo - gestito;;8
742181;BANDELLA PER CARDINE 742171 NERO 45P;PZ;16.33;1.0;1.0;16.332;Attivo - gestito;;8
742193;BANDELLA SPEC.SAGOM. D10 L=230 NERO SV30;PZ;8.29;1.0;1.0;8.29;Attivo - gestito;;8
742194;BANDELLA SPEC.SAGOM. D10 L=280 NERO SV30;PZ;8.39;1.0;1.0;8.394;Attivo - gestito;;8
742200;CARDINE ALL. REG. FISSAG. INTERNO NERO;PZ;24.61;1.0;1.0;24.61;Attivo - gestito;;8
742205;PLACCA INOX PER REGISTRAZIONE;PZ;2.43;1.0;1.0;2.432;Attivo - gestito;;8
742210;CERNIERA ALL. A SCOMPARSA DX NERA;CF;7.01;1.0;1.0;7.007;Attivo - gestito;;8
742215;CERNIERA ALL. A SCOMPARSA SX V. NERA 45P;CF;7.01;1.0;1.0;7.007;Attivo - gestito;;8
742220;KIT ANTISFILAMENTO ANTA NERO;CF;2.1;1.0;1.0;2.101;Attivo - gestito;;8
742245;CERNIERA PER SPORTELLI ALLUM. V.NERA 45P;PZ;5.91;1.0;1.0;5.91;Attivo - gestito;;8
742250;CERNIERA PER SPORTELLI ACCIAIO NERA 45P;CF;4.85;1.0;1.0;4.854;Attivo - gestito;;9
742253;CP COMPASSI INOX NERO;CF;19.32;1.0;1.0;19.323;Attivo - gestito;;9
742255;CHIUSURA NYLON X GENOVESE;CF;3.1;1.0;2.0;3.095;Attivo - gestito;;9
742260;"PALETTO APERTURA ANTINO PER PERSIANA""FI""";CF;6.73;1.0;1.0;6.728;Attivo - gestito;;9
742268;KIT CARRELLI PERS. SCORR. C.STAFFA 45P;CF;54.3;1.0;1.0;54.3;Attivo - gestito;;9
742270;KIT CARRELLO PERSIANA SCORREVOLE;CF;41.71;1.0;1.0;41.71;Attivo - gestito;;9
742271;KIT APERTURA CHIUSURA 2A SCORREVOLE;CF;95.33;1.0;1.0;95.33;Attivo - gestito;;9
742273;PIASTRINA FISSA ACC ZINCATO;PZ;5.04;1.0;1.0;5.04;Attivo - gestito;;9
742278;MANIG. PER SCORR. 2 ANTE ACCIAO NERA 45P;PZ;28.46;1.0;1.0;28.46;Attivo - gestito;;9
742280;M14214 PIASTRA CHIUSURA MONTAG TELAIO;PZ;3.26;1.0;1.0;3.26;Attivo - gestito;;9
742320;SPAGNOLETTA CON POMO RIBASSATO V. NERO;PZ;11.38;1.0;1.0;11.375;Attivo - gestito;;9
742322;INCONTRO PER SPAGNOLETTA A 1ANTA;PZ;4.25;1.0;1.0;4.254;Attivo - gestito;;9
742323;MANIGLIA CON INCONTRO PER 2 ANTE;PZ;2.88;1.0;1.0;2.877;Attivo - gestito;;9
742330;SPAGNOL.1 A.RIDOTTA PROF.STRETTI NERA;CF;20.9;1.0;1.0;20.9;Attivo - gestito;;9
742338;INCONTRO X ANTE NERO;PZ;3.43;1.0;1.0;3.426;Attivo - gestito;;9
742341;AGGANCIO TERZA ANTA ACC. NERO;CF;1.72;1.0;1.0;1.718;Attivo - gestito;;9
742342;INCONTRO PER AGGANCIO TERZA ANTA;CF;1.34;1.0;1.0;1.335;Attivo - gestito;;9
742344;SPESSORE 2,5MM PER PASSANTI;PZ;1.0;1.0;1.0;1.004;Attivo - gestito;;9
