Codice;Prezzo;Unità
476916;113.75;100
476917;3.65;1
476918;203.93;1
476919;224.46;1
476920;99.89;1
476921;2.28;1
476943;196.91;1
476945;83.28;1
476947;189.52;1
476950;22.57;1
476951;195.76;1
476952;201.83;1
476953;6.12;1
476965;123.48;1
476968;167.78;1
476969;176.34;1
476970;182.89;1
476972;163.96;100
476973;163.96;100
476974;163.96;100
476975;163.96;100
476976;163.96;100
476977;3.65;1
476980;5.15;1
476981;8.16;1
476983;67.87;100
476984;67.87;100
476985;67.87;100
476986;67.87;100
476987;67.87;100
476988;67.87;100
476989;67.87;100
476990;67.87;100
476991;67.87;100
476992;67.87;100
476993;71.81;100
476994;71.81;100
476995;71.81;100
476996;71.81;100
476997;71.81;100
476998;100.06;100
476999;100.06;100
477000;100.06;100
477001;100.06;100
477002;100.06;100
477003;100.06;100
477004;100.06;100
477005;100.06;100
477006;100.06;100
477007;100.06;100
477008;41.70;1
477010;14.18;1
477011;14.18;1
477012;13.92;1
477013;7.67;1
477035;8.09;1
477036;10.13;1
477039;7.04;1
477040;12.36;1
477042;1.73;1
477043;171.94;1
477047;179.28;1
477049;153.33;100
477050;110.72;100
477051;110.72;100
477052;110.72;100
477053;110.72;100
477054;110.72;100
477055;3.65;1
477056;100.75;100
477057;100.75;100
477058;100.75;100
477059;100.75;100
477060;100.75;100
477061;3.65;1
477065;149.02;1
477067;179.86;1
477068;185.17;1
477070;206.39;1
477071;226.31;1
477072;20.04;1
477078;119.87;1
477080;154.01;1
477081;148.54;1
477082;161.36;1
477083;149.02;1
477084;166.86;1
477088;123.48;1
477091;16.47;1
477097;126.41;100
477103;29.24;1
477104;45.76;1
477105;34.76;1
477106;31.32;1
477107;201.19;1
477109;184.46;100
477118;11.13;1
477119;18.36;1
477124;70.07;100
477125;70.07;100
477127;33.71;1
477129;7.11;1
477137;8.91;1
477138;78.28;1
477144;152.69;1
477145;222.11;1
477146;9.59;1
477147;3.65;1
477148;3.65;1
477158;46.63;1
477159;660.82;1
477160;2.89;1
477161;691.21;1
477162;1168.47;1
477163;1287.02;1
477166;2.89;1
477167;116.43;1
477168;167.87;1
477169;167.87;1
477170;167.87;1
477171;15.61;1
477172;15.61;1
477173;15.61;1
477174;46.43;1
477175;75.91;1
477176;5.48;1
477179;154.01;1
477194;60.73;1
477195;8.16;1
477198;2.89;1
477201;172.45;1
477220;16.39;1
477221;17.34;1
477222;100.60;100
477227;1.71;1
477233;139.52;100
477243;85.96;1
477244;88.15;1
477256;41.05;1
477260;6.10;1
477263;116.72;100
477274;3.38;1
477275;3.38;1
477276;3.38;1
477277;3.38;1
477278;3.11;1
477279;3.65;1
477280;3.57;1
477281;3.90;1
477282;3.90;1
477283;3.57;1
477284;3.41;1
477285;3.65;1
477286;4.38;1
477287;4.38;1
477288;4.38;1
477289;4.38;1
477290;4.38;1
477291;3.65;1
477297;3.65;1
477298;34.16;1
477306;3.65;1
477312;18.20;1
477315;18.20;1
477357;54.59;1
477358;54.59;1
477359;54.59;1
477360;54.59;1
477361;54.59;1
477362;54.59;1
477363;54.59;1
477364;54.59;1
477373;102.46;1
477376;12.73;1
477390;87.74;100
477391;87.74;100
477392;87.74;100
477393;87.74;100
477394;87.74;100
477395;3.65;1
477396;96.05;100
477397;100.75;100
477398;100.75;100
477399;114.34;100
477400;114.34;100
477401;3.65;1
477402;107.55;100
477403;107.55;100
477404;93.50;100
477405;107.55;100
477406;93.50;100
477407;3.65;1
477408;98.94;100
477409;98.94;100
477410;98.94;100
477411;98.94;100
477412;98.94;100
477413;3.65;1
477414;101.44;100
477415;101.44;100
477416;3.65;1
477418;14.29;100
477419;22.50;100
477423;22.78;1
477427;37.97;1
477428;37.97;1
477463;56.28;1
477468;1.71;1
477469;1.71;1
477470;1.71;1
477480;41.66;1
477481;47.17;1
477482;54.07;1
477483;66.32;1
477484;73.97;1
477485;41.66;1
477486;47.17;1
477487;54.07;1
477488;66.32;1
477489;73.97;1
477494;196.91;1
477499;48.70;1
477500;48.70;1
477501;48.70;1
477503;12.72;1
477504;657.38;1
477505;657.38;1
477506;82.93;1
477507;82.93;1
477508;83.88;1
477509;83.88;1
477510;83.88;1
477511;83.88;1
477512;83.88;1
477513;83.88;1
477514;108.21;1
477515;163.52;1
477516;153.76;1
477517;233.10;1
477518;153.76;1
477519;233.10;1
477520;153.76;1
477521;233.10;1
477522;65.13;1
477523;65.13;1
477524;65.13;1
477525;65.13;1
477526;65.13;1
477528;3.74;1
477533;12.35;1
477536;34.87;1
477538;197.63;1
477542;7.20;1
477543;7.20;1
477544;7.20;1
477545;30.34;1
477551;96.01;100
477555;25.53;1
477556;2.21;1
477557;9.24;1
477558;9.24;1
477572;171.93;1
477584;5.46;1
477585;2.33;1
477588;8.03;1
477590;209.17;1
477592;98.71;100
477593;98.71;100
477594;54.65;1
477595;59.42;1
477596;133.00;1
477597;196.20;1
477602;246.99;1
477605;65.52;1
477606;2.30;1
477607;2.24;1
477616;183.96;1
477617;189.52;1
477620;716.53;1
477631;189.41;1
477658;51.06;1
477661;5.02;1
477684;40.01;1
477685;58.87;1
477697;111.19;1
477698;79.42;1
477699;18.48;1
477705;77.32;100
477706;2.06;1
477707;189.52;1
477708;197.99;1
477712;189.52;1
477713;196.91;1
477714;217.47;1
477719;8.79;1
477720;8.35;1
477723;8.16;1
477724;8.16;1
477728;7.90;1
477729;196.91;1
477741;3.79;1
477750;123.52;1
477752;9.59;1
477754;183.23;1
477762;189.52;1
477765;47.74;1
477767;19.00;1
477779;6.47;1
477780;11.42;1
477784;25.19;1
477785;48.48;1
477786;15.24;1
477787;6.98;1
477788;25.19;1
477789;25.19;1
477790;8.07;1
477791;13.53;1
477792;25.19;1
477793;52.70;1
477794;25.19;1
477795;25.19;1
477796;25.19;1
477797;25.19;1
477798;26.14;1
477799;25.21;1
477800;25.19;1
477801;25.19;1
477802;25.21;1
477803;25.19;1
477805;25.19;1
477806;25.19;1
477807;24.97;1
477808;25.19;1
477809;25.19;1
477810;26.20;1
477811;64.42;1
477812;114.67;1
477813;127.57;1
477814;127.97;1
477821;116.17;100
477822;171.93;1
477823;149.05;1
477827;3.68;1
477828;165.39;1
477835;11.19;1
477840;6.42;1
477841;6.42;1
477842;7.34;1
477843;7.34;1
477844;7.34;1
477845;7.34;1
477846;186.55;1
477853;2.33;1
477854;99.66;100
477855;1.79;1
477856;153.22;100
477857;120.91;100
477858;91.78;100
477861;124.66;100
477862;145.31;100
477866;164.62;100
477867;164.62;100
477868;164.62;100
477869;164.62;100
477871;3.65;1
477883;63.46;1
477884;63.46;1
477885;162.35;100
477886;138.55;100
477887;138.55;100
477888;3.65;1
477889;115.36;100
477890;101.63;100
477891;101.63;100
477892;3.65;1
477894;34.61;1
477895;84.07;1
477896;140.91;1
477897;126.41;100
477901;113.93;1
477902;117.53;1
477914;21.78;1
477920;192.21;1
477936;4.01;1
477943;3.21;1
477944;3.23;1
477945;3.86;1
477946;5.36;1
477948;3.65;1
477949;3.65;1
477950;4.18;1
477955;77.79;100
477956;77.79;100
477957;90.95;100
477958;90.95;100
477959;90.95;100
477960;3.65;1
477961;73.21;100
477962;133.90;100
477963;3.65;1
477964;133.90;100
477965;3.23;1
477966;3.86;1
477967;5.36;1
477968;3.23;1
477969;3.86;1
477970;5.36;1
477971;3.51;1
477972;3.86;1
477973;4.46;1
477974;5.88;1
477975;10.39;1
477976;12.70;1
477977;15.54;1
477978;7.58;1
477979;8.13;1
477980;8.66;1
477981;8.13;1
477982;8.66;1
477983;8.13;1
477984;8.66;1
477985;13.42;1
477986;18.42;1
477987;21.23;1
477988;18.42;1
477989;18.07;1
477990;133.90;100
477991;133.90;100
477992;133.90;100
478029;134.31;100
478030;1.73;1
478031;1.73;1
478032;1.73;1
478033;1.73;1
478034;3.65;1
478035;1.99;1
478036;1.99;1
478037;1.99;1
478038;3.65;1
478045;193.10;1
478046;198.68;1
478047;89.44;100
478048;120.78;100
478049;113.75;100
478050;55.39;1
478052;8.16;1
478059;164.48;1
478060;164.48;1
478061;336.04;1
478063;65.80;1
478064;26.27;1
478065;1010.29;1
478080;5.32;1
478081;5.92;1
478082;5.92;1
478086;193.79;1
478087;189.59;1
478093;218.91;1
478102;124.31;100
478103;3.65;1
478104;90.62;1
478105;128.25;1
478106;118.24;1
478107;136.23;1
478108;21.87;1
478109;12.61;1
478110;12.61;1
478111;51.40;1
478112;49.03;1
478114;4.12;1
478119;4.87;1
478120;113.37;100
478121;108.34;100
478131;179.93;1
478132;8.16;1
478133;125.84;100
478134;125.84;100
478135;2.51;1
478136;2.51;1
478137;2.51;1
478138;114.68;100
478139;114.68;100
478140;114.68;100
478141;2.03;1
478142;2.03;1
478143;2.03;1
478144;149.02;1
478146;203.58;1
478152;27.27;1
478153;141.34;100
478154;3.65;1
478155;2.22;1
478156;149.02;1
478161;195.19;1
478162;2.17;1
478163;2.57;1
478170;196.20;1
478175;4.13;1
478181;50.43;1
478184;3.46;1
478185;3.60;1
478186;3.74;1
478187;105.19;100
478188;3.65;1
478192;4.44;1
478196;47.74;1
478197;99.42;100
478198;99.42;100
478199;99.42;100
478200;99.42;100
478201;3.65;1
478202;145.36;100
478203;145.36;100
478204;145.36;100
478205;145.36;100
478206;3.65;1
478213;124.19;1
478215;9.88;1
478218;2.71;1
478222;27.84;1
478230;161.39;1
478232;8.12;1
478236;91.35;1
478237;91.35;1
478238;38.20;1
478239;38.20;1
478240;24.76;1
478241;106.74;100
478242;29.61;1
478243;29.61;1
478244;29.61;1
478245;29.61;1
478246;29.61;1
478247;29.61;1
478248;29.61;1
478249;29.61;1
478250;29.61;1
478251;29.61;1
478254;125.84;100
478266;102.50;1
478271;9.85;1
478279;5.53;1
478281;195.19;1
478291;84.13;100
478325;114.74;100
478326;127.64;100
478327;127.64;100
478328;127.64;100
478329;3.65;1
478330;50.69;1
478331;19.57;1
478332;8.12;1
478333;62.35;1
478351;195.19;1
478362;210.57;1
478367;35.35;1
478368;117.46;1
478372;29.61;1
478373;29.61;1
478374;29.61;1
478375;29.61;1
478382;110.11;100
478383;110.11;100
478384;110.11;100
478385;110.11;100
478386;110.11;100
478387;118.22;100
478388;118.22;100
478389;118.22;100
478390;118.22;100
478391;118.22;100
478392;3.65;1
478393;8.16;1
478396;127.64;100
478400;119.72;100
478401;119.72;100
478402;122.14;100
478403;3.65;1
478404;63.54;1
478405;63.77;1
478406;210.05;1
478409;229.81;1
478421;231.91;1
478429;17.51;1
478432;3.82;1
478433;3.82;1
478434;3.82;1
478435;3.82;1
478448;2.89;1
478453;102.85;1
478454;6.10;1
478455;5.15;1
478456;25.09;1
478457;1.89;1
478458;7.63;1
478459;7.63;1
478460;7.40;1
478461;7.40;1
478474;8.12;1
478475;8.12;1
478476;8.12;1
478477;181.76;1
478478;210.81;1
478479;223.17;1
478480;209.17;1
478484;4.98;1
478485;5.85;1
478486;6.49;1
478487;132.64;100
478488;132.64;100
478489;118.89;100
478490;132.64;100
478491;132.64;100
478492;3.65;1
478493;151.75;100
478494;3.65;1
478495;95.38;100
478496;3.65;1
478500;7.30;1
478501;7.30;1
478504;44.99;1
478505;153.82;100
478506;153.82;100
478507;153.82;100
478508;153.82;100
478509;3.65;1
478512;20.77;1
478514;2.90;1
478515;2.90;1
478516;3.65;1
478522;120.42;100
478526;32.09;1
478527;136.74;1
478531;8.12;1
478532;124.19;1
478533;37.07;1
478536;71.39;1
478540;19.94;1
478541;3.93;1
478542;3.93;1
478548;1.79;1
478553;81.91;100
478554;99.85;100
478555;99.77;100
478556;1.33;1
478557;2.54;1
478558;2.54;1
478559;1.94;1
478560;1.94;1
478563;97.71;100
478565;71.94;100
478567;5.61;1
478571;38.69;100
478573;160.35;100
478574;86.42;1
478581;26.50;1
478584;112.73;100
478596;121.15;100
478631;2.39;1
478632;3.83;1
478633;6.51;1
478640;122.27;1
478641;122.27;1
478642;60.98;1
478643;13.14;1
478645;16.17;1
478647;6.56;1
478648;8.57;1
478649;11.12;1
478650;6.56;1
478651;8.57;1
478652;11.12;1
478666;192.52;1
478671;13.32;1
478672;78.64;100
478673;78.64;100
478674;3.65;1
478676;0.82;1
478677;0.82;1
478679;88.07;1
478680;37.82;1
478681;40.64;1
478682;40.64;1
478683;39.23;1
478684;27.85;1
478685;30.09;1
478686;30.09;1
478687;29.11;1
478696;329.69;1
478701;4.94;1
478702;12.40;1
478703;16.97;1
478705;4.13;1
478713;4.87;1
478714;4.87;1
478716;1.99;1
478717;1.99;1
478728;11.96;1
478730;84.01;1
478736;32.75;1
478738;13.97;1
478742;189.52;1
478743;11.96;1
478747;24.83;1
478748;30.68;1
478749;83.14;100
478751;209.17;1
478752;196.20;1
478753;49.58;1
478754;66.39;1
478758;91.94;1
478759;130.24;1
478760;180.26;1
478768;10.64;1
478769;10.64;1
478772;389.02;1
478773;21.24;1
478774;189.34;1
478775;189.34;1
478777;120.06;100
478778;120.06;100
478779;120.06;100
478780;120.06;100
478781;120.06;100
478782;3.10;1
478783;3.52;1
478784;3.74;1
478785;3.10;1
478786;3.74;1
478787;3.10;1
478788;3.62;1
478789;4.97;1
478790;3.93;1
478792;4.25;1
478793;3.55;1
478794;4.48;1
478795;4.48;1
478796;6.54;1
478797;6.54;1
478798;6.88;1
478799;13.65;1
478800;6.88;1
478801;13.65;1
478802;6.88;1
478803;5.73;1
478804;6.88;1
478805;5.73;1
478806;6.28;1
478807;5.23;1
478808;6.28;1
478809;5.23;1
478810;6.88;1
478811;5.73;1
478812;6.88;1
478813;5.73;1
478814;7.44;1
478815;6.18;1
478816;7.44;1
478817;6.18;1
478819;190.43;1
478820;20.82;1
478821;51.21;1
478822;3.52;1
478823;7.44;1
478824;7.44;1
478825;3.52;1
478826;7.44;1
478827;7.44;1
478838;16.17;1
478878;119.96;100
478879;119.96;100
478880;119.96;100
478881;119.96;100
478882;3.65;1
478883;25.09;1
478884;10.48;1
478885;13.06;1
478886;10.64;1
478887;10.64;1
478889;70.07;100
478916;5.16;1
478917;5.53;1
478940;62.66;1
478950;134.90;1
478951;149.02;1
478956;1.51;1
478957;14.86;100
478961;11.40;1
478965;2.30;1
478967;8.28;1
478968;11.60;1
478973;67.87;100
478974;67.87;100
478975;67.87;100
478976;67.87;100
478977;67.87;100
478978;67.87;100
478979;67.87;100
478980;67.87;100
478981;67.87;100
478982;67.87;100
478983;67.87;100
478984;67.87;100
478989;47.76;1
478990;21.23;1
478991;37.56;1
478993;1.96;1
478995;210.08;1
478998;18.34;1
478999;3.30;1
479001;104.83;100
479002;95.38;100
479003;1.81;1
479005;7.71;1
479006;11.04;1
479007;182.74;1
479008;201.83;1
479010;198.33;1
479011;203.93;1
479012;211.28;1
479013;211.28;1
479014;8.16;1
479015;8.16;1
479040;262.87;1
479041;3.65;1
479045;2.03;1
479046;196.20;1
479047;18.34;1
479053;121.66;1
479054;9.88;1
479071;210.05;1
479076;5.53;1
479077;90.69;1
479078;25.02;1
479079;2.21;1
479080;9.71;1
479081;9.71;1
479083;5.11;1
479084;3.65;1
479085;151.77;1
479086;67.87;100
479087;67.87;100
479088;67.87;100
479089;27.47;1
479090;38.44;1
479091;5.55;1
479092;5.22;1
479093;4.92;1
479097;3.67;1
479099;141.03;1
479111;17.49;1
479116;55.51;1
479137;183.96;1
479138;23.22;1
479142;2.05;1
479148;207.43;1
479150;30.78;1
479151;36.24;1
479152;30.78;1
479153;19.00;1
479154;23.35;1
479155;19.00;1
479156;17.85;1
479157;22.14;1
479158;17.85;1
479159;16.67;1
479160;20.54;1
479161;16.67;1
479163;211.80;1
479167;222.11;1
479169;7.39;1
479170;12.41;1
479178;5.53;1
479182;2.32;1
479191;8.12;1
479193;210.05;1
479200;18.34;1
479201;18.34;1
479210;24.93;1
479211;32.23;1
479214;12.22;1
479220;100.06;100
479221;25.73;1
479224;8.12;1
479225;8.12;1
479226;8.12;1
479227;8.12;1
479228;8.12;1
479229;8.12;1
479230;8.12;1
479231;8.12;1
479235;4.04;1
479237;7.48;1
479245;178.57;1
479251;21.87;1
479252;55.94;1
479253;70.21;1
479254;17.84;1
479255;29.26;1
479260;196.94;1
479263;6.27;1
479267;82.33;1
479268;91.02;1
479269;346.91;1
479270;381.72;1
479272;2.52;1
479273;2.52;1
479274;3.65;1
479275;6.26;1
479276;9.18;1
479277;9.42;1
479279;2.06;1
479281;31.46;1
479292;4.08;1
479293;4.08;1
479294;4.08;1
479295;3.65;1
479296;196.23;1
479297;4.02;1
479298;4.02;1
479299;4.02;1
479300;3.65;1
479303;13.88;1
479304;13.88;1
479305;13.88;1
479306;13.88;1
479308;103.22;100
479309;103.22;100
479310;103.22;100
479311;3.65;1
479312;2.04;1
479315;165.45;1
479316;179.80;1
479317;176.65;1
479318;192.35;1
479319;172.22;1
479320;178.49;1
479321;191.52;1
479322;206.03;1
479323;173.67;1
479324;188.02;1
479325;166.57;1
479326;179.80;1
479327;176.65;1
479328;190.98;1
479329;178.40;1
479330;192.74;1
479331;181.02;1
479332;195.36;1
479333;199.04;1
479334;213.38;1
479335;173.67;1
479336;188.02;1
479337;178.40;1
479338;192.74;1
479339;89.87;100
479340;89.87;100
479341;89.87;100
479342;3.65;1
479345;20.88;1
479349;162.35;100
479350;13.88;1
479351;13.88;1
479367;13.75;1
479369;8.12;1
479370;158.70;1
479371;158.70;1
479372;67.02;1
479375;41.70;1
479378;238.56;1
479379;2.20;1
479380;165.45;1
479381;181.76;1
479382;109.99;1
479383;109.49;1
479384;143.62;1
479385;146.41;1
479386;110.82;1
479387;113.61;1
479388;58.15;1
479389;63.74;1
479390;67.83;1
479391;76.78;1
479392;13.97;1
479393;13.88;1
479394;13.97;1
479395;13.88;1
479396;13.97;1
479399;100.06;100
479412;141.73;1
479413;130.24;1
479414;130.24;1
479415;56.59;1
479424;209.17;1
479434;83.74;100
479435;86.01;100
479441;82.60;100
479442;81.16;100
479445;10.64;1
479446;10.64;1
479447;3.91;1
479448;2.97;1
479449;2.97;1
479450;2.97;1
479451;210.05;1
479452;6.57;1
479453;216.18;1
479456;37.07;1
479457;177.18;1
479459;192.21;1
479464;198.86;1
479465;164.24;1
479467;123.48;1
479468;13.88;1
479477;13.84;1
479478;105.65;100
479479;105.65;100
479480;105.65;100
479481;3.65;1
479485;10.41;100
479486;118.68;1
479487;169.98;1
479488;246.93;1
479489;118.68;1
479490;169.98;1
479491;118.68;1
479492;246.93;1
479493;5.43;1
479494;6.32;1
479495;5.43;1
479496;6.32;1
479497;7.91;1
479498;7.91;1
479500;39.03;1
479506;120.79;100
479511;37.07;1
479515;20.23;1
479516;8.12;1
479529;196.94;1
479530;2.01;1
479537;3.10;1
479538;137.12;100
479539;123.60;100
479540;2.01;1
479541;8.61;100
479545;195.19;1
479549;133.90;100
479550;101.44;100
479551;117.19;100
479552;3.65;1
479553;18.34;1
479555;14.09;1
479556;29.26;1
479560;8.12;1
479561;201.83;1
479566;189.52;1
479567;8.16;1
479571;2.01;1
479572;19.82;1
479573;204.29;1
479595;196.20;1
479596;59.58;100
479597;115.77;100
479598;115.77;100
479599;112.12;100
479600;119.41;100
479601;119.41;100
479602;119.41;100
479603;3.65;1
479604;4.15;1
479605;5.32;1
479606;18.34;1
479607;18.83;1
479608;18.83;1
479616;13.97;1
479617;2.01;1
479618;16.68;1
479621;149.02;1
479627;98.36;100
479628;98.36;100
479634;10.93;100
479635;155.60;100
479636;155.60;100
479637;155.60;100
479638;155.60;100
479639;3.65;1
479641;2.71;1
479643;201.83;1
479644;209.17;1
479646;86.01;100
479647;83.74;100
479650;16.95;1
479652;22.46;1
479654;14.20;1
479655;14.20;1
479658;195.19;1
479659;4.85;1
479686;8.16;1
479687;8.16;1
479688;8.16;1
479689;8.16;1
479695;112.77;100
479696;112.77;100
479697;112.77;100
479698;112.77;100
479699;3.65;1
479701;11.60;1
479702;8.28;1
479703;3.60;1
479706;2.97;1
479707;2.97;1
479708;2.97;1
479720;203.58;1
479723;1.16;1
479727;18.34;1
479728;18.34;1
479729;150.45;100
479730;150.45;100
479731;150.45;100
479732;3.65;1
479733;116.12;100
479734;116.12;100
479735;3.65;1
479736;1.16;1
479740;2.79;1
479750;115.36;100
479755;3.60;1
479757;11.60;1
479758;2.54;1
479760;3.60;1
479762;11.60;1
479763;2.54;1
479767;184.00;1
479769;12.91;1
479771;19.54;1
479776;24.63;1
479799;3.29;1
479800;8.28;1
479801;11.60;1
479802;2.54;1
479805;9.42;100
479825;2.97;1
479826;2.97;1
479827;2.97;1
479831;196.20;1
479847;10.71;100
479848;22.58;1
479849;12.10;1
479850;12.10;1
479851;2.01;1
479852;89.32;1
479855;40.87;1
479856;188.40;1
479857;199.08;1
479858;129.41;1
479859;4.30;1
479860;4.34;1
479861;4.38;1
479862;4.42;1
479863;4.46;1
479864;18.48;1
479865;18.48;1
479866;18.05;1
479867;18.05;1
479868;10.64;1
479869;10.64;1
479870;10.64;1
479871;10.64;1
479872;21.74;1
479873;23.47;1
479874;19.82;1
479877;2.52;1
479881;10.64;1
479882;10.64;1
479884;4.92;1
479889;207.43;1
479891;206.24;1
479898;16.67;1
479913;191.64;1
479919;135.87;100
479926;29.26;1
479928;57.68;1
479935;18.39;1
479936;18.39;1
479948;3.57;1
479952;3.60;1
479953;8.28;1
479954;11.60;1
479955;2.54;1
479958;56.99;1
479959;57.46;1
479960;57.92;1
479961;58.38;1
479962;58.85;1
479963;27.50;1
479964;28.19;1
479965;1.64;1
479966;1.64;1
479969;1.16;1
479972;39.57;1
479978;207.43;1
479982;3.81;1
479984;2.60;1
479995;2.01;1
479997;133.57;100
479998;133.57;100
480000;133.57;100
480001;133.57;100
480002;133.57;100
480003;3.65;1
480004;13.33;1
480011;8.28;1
480012;11.60;1
480013;3.60;1
480014;1.83;1
480016;188.36;1
480022;81.37;1
480023;90.03;1
480026;195.19;1
480028;189.59;1
480030;23.47;1
480032;221.77;1
480034;94.60;100
480037;89.87;100
480042;1.79;1
480043;153.22;100
480044;120.91;100
480045;91.78;100
480046;81.91;100
480047;99.77;100
480048;97.71;100
480049;99.85;100
480059;156.85;1
480065;89.87;100
480074;10.64;1
480075;10.64;1
480076;4.86;1
480077;5.14;1
480079;90.52;100
480087;8.28;1
480088;11.60;1
480089;3.60;1
480093;32.09;1
480094;22.87;1
480095;109.46;100
480099;109.46;100
480100;3.65;1
480102;29.31;1
480110;1.78;1
480111;120.06;100
480112;3.65;1
480113;13.97;1
480125;55.70;1
480129;188.89;1
480133;3.82;1
480136;2.52;1
480137;189.52;1
480141;3.29;1
480144;38.83;1
480145;37.07;1
480146;142.83;1
480153;42.42;1
480158;1.08;1
480159;1.08;1
480166;405.04;1
480171;109.28;100
480172;109.28;100
480173;3.65;1
480181;7.83;1
480182;9.16;1
480192;89.20;100
480193;89.20;100
480194;3.65;1
480195;85.92;100
480196;3.65;1
480199;30.78;1
480200;19.00;1
480201;17.85;1
480202;16.67;1
480203;201.83;1
480204;209.17;1
480215;9.88;100
480216;12.00;100
480217;9.23;100
480220;16.23;100
480221;16.23;100
480222;16.23;100
480223;16.23;100
480224;171.87;1
480225;175.45;1
480226;171.05;1
480227;201.83;1
480228;10.55;1
480230;201.83;1
480234;37.07;1
480235;84.41;100
480236;84.41;100
480237;3.65;1
480241;19.77;1
480242;41.70;1
480244;192.46;1
480245;44.99;1
480247;195.19;1
480248;8.12;1
480250;318.34;1
480251;93.83;1
480252;19.82;1
480253;145.69;1
480258;52.22;1
480259;110.53;1
480262;73.78;100
480263;73.78;100
480264;73.78;100
480265;3.65;1
480267;5.53;1
480270;171.94;1
480272;207.43;1
480273;204.46;1
480274;211.62;1
480275;8.16;1
480276;79.26;1
480277;79.26;1
480281;211.62;1
480286;34.28;100
480289;161.68;1
480291;3.60;1
480292;8.28;1
480293;11.60;1
480294;183.96;1
480295;128.91;100
480296;128.91;100
480297;128.91;100
480298;128.91;100
480299;3.65;1
480300;149.24;100
480301;149.24;100
480302;149.24;100
480303;149.24;100
480304;3.65;1
480305;223.52;1
480313;56.63;1
480322;56.63;1
480323;233.24;1
480330;225.44;1
480334;214.46;1
480339;22.87;1
480344;225.44;1
480345;210.55;1
480347;14.05;1
480348;10.46;1
480349;201.30;1
480350;227.92;1
480355;167.90;1
480377;228.94;1
480378;165.59;1
480379;303.58;1
480380;376.17;1
480381;411.01;1
480382;3.39;1
480383;3.39;1
480384;3.65;1
480386;27.05;1
480387;210.55;1
480389;19.43;1
480390;168.99;1
480393;204.80;1
480405;225.44;1
480406;243.81;1
480407;228.94;1
480408;178.20;1
480431;46.98;1
480435;37.87;1
480436;37.87;1
480437;37.87;1
480438;37.87;1
480439;37.87;1
480440;37.87;1
480444;115.97;100
480445;115.97;100
480446;3.65;1
480448;187.48;1
480449;80.95;100
480451;4.27;1
480452;8.35;1
480453;9.42;1
480458;3.60;1
480467;155.60;100
480468;8.35;1
480470;8.35;1
480471;8.35;1
480476;8.77;1
480489;503.49;1
480494;202.89;1
480496;1.64;1
480497;1.64;1
480498;1.64;1
480501;111.59;100
480502;111.59;100
480503;111.59;100
480504;3.65;1
480505;14.94;1
480506;84.61;100
480509;58.44;1
480521;51.54;1
480522;69.95;1
480523;88.35;1
480524;125.17;1
480527;192.42;1
480528;207.96;1
480531;10.17;1
480532;230.34;1
480533;210.57;1
480534;207.88;1
480536;36.82;1
480545;88.35;1
480546;106.76;1
480547;125.17;1
480548;143.57;1
480549;88.35;1
480550;106.76;1
480551;125.17;1
480552;143.57;1
480555;228.59;1
480556;230.34;1
480559;12.72;1
480560;12.72;1
480571;48.90;1
480572;50.06;1
480573;51.12;1
480582;30.15;1
480583;49.61;1
480584;197.28;1
480602;235.80;1
480618;161.78;1
480619;179.44;1
480624;139.64;100
480625;139.64;100
480626;139.64;100
480627;3.65;1
480629;7.79;1
480632;12.43;1
480633;7.79;1
480634;12.31;1
480635;7.54;1
480636;17.04;1
480637;8.03;1
480642;10.17;1
480643;10.17;1
480646;4.79;1
480651;2.11;1
480654;231.40;1
480655;18.42;1
480656;197.28;1
480657;208.65;1
480661;15.41;1
480662;41.70;1
480663;41.70;1
480664;16.35;1
480665;41.70;1
480666;41.70;1
480668;41.70;1
480670;41.70;1
480671;41.70;1
480672;41.70;1
480673;43.92;1
480674;41.70;1
480675;41.70;1
480676;41.70;1
480677;43.92;1
480679;109.79;1
480680;43.92;1
480681;109.79;1
480682;22.87;1
480683;53.80;1
480684;57.69;1
480685;53.80;1
480686;53.80;1
480687;53.80;1
480688;57.69;1
480689;53.80;1
480690;102.99;1
480706;311.57;1
480707;41.70;1
480708;43.92;1
480709;16.35;1
480712;41.70;1
480714;1.33;1
480715;98.80;100
480716;1.42;1
480719;202.89;1
480720;115.97;100
480722;127.06;1
480723;27.66;1
480724;2.34;1
480725;10.31;1
480726;10.31;1
480727;6.86;1
480728;6.18;1
480729;144.65;100
480730;33.36;1
480731;33.36;1
480732;33.36;1
480733;38.26;1
480734;38.26;1
480735;38.26;1
480736;30.91;1
480737;30.91;1
480738;30.91;1
480742;223.69;1
480756;214.43;1
480771;71.73;100
480772;32.09;1
480773;5.45;1
480778;119.81;100
480779;3.65;1
480780;183.12;1
480804;56.63;1
480805;56.63;1
480806;77.40;100
480807;77.40;100
480808;77.40;100
480809;116.32;100
480810;116.32;100
480811;3.65;1
480820;220.55;1
480832;22.58;1
480843;70.56;1
480844;207.08;1
480845;227.19;1
480846;10.17;1
480847;77.40;100
480848;44.21;1
480858;4.35;1
480859;4.35;1
480860;4.04;1
480861;4.04;1
480862;3.57;1
480863;10.17;1
480870;200.40;1
480872;7.39;1
480873;7.91;1
480874;8.71;1
480875;9.78;1
480877;3.60;1
480880;11.60;1
480882;218.07;1
480884;165.90;1
480885;212.12;1
480897;215.45;1
480898;247.71;1
480899;262.16;1
480901;8.54;1
480902;8.54;1
